학수번호,강의명,시간,교수명,전공명
HANM371-00,한문학데이터큐레이션,화(6-8) 서관 402호,전가람,인문사회디지털융합전공
HANM373-00,한문교과교재연구및지도법,금(1-2) 서관 314B호,김영옥,한문학과
HANM457-00,한문고전의정리와번역,월(4) 교육관 201호 수(4) 교육관 201호,심규식,한문학과
HANM461-00,한국한문학작가론,화(4) 교육관 202호 목(4) 교육관 202호,유호진,민족문화연구원
HANM477-00,불교적사유와문화,월(6) 교육관 403호 수(6) 교육관 403호,김재욱,한문학과
HANM483-00,한문교과논리및논술,화(4) 교양관 203호 목(4) 교양관 203호,김연수,한문학과
HANM491-00,한문학과문화콘텐츠,월(3) 서관 315호 수(3) 서관 315호,이송희,한문학과
CHIN203-01,중국어회화I(외국어강의),월(4) CJ법학관 316호 수(4) CJ법학관 316호,최신혜,4단계 BK21 중일어문학교육연구단
CHIN203-02,중국어회화I(외국어강의),수(2) 교육관 311호 금(2) 교육관 311호,조은정,중어중문학과
CHIN205-01,중급중국어강독I,월(7-8) 미디어관 103호 화(2) 미디어관 103호 목(2) 미디어관 103호,김미라,중어중문학과
CHIN205-02,중급중국어강독I,월(2) 교육관 307호 화(7-8) 서관 224B호 수(2) 교육관 307호,강에스더,한국사연구소
CHIN211-00,현대중국어문법I,화(2) 교육관 103호 목(2) 교육관 103호,오유정,중어중문학과
CHIN223-00,중국고전문학사I,금(5-6) 교육관 311호,김관수,중어중문학과
CHIN233-01,중국뉴미디어문화Ⅰ,월(2) 교육관 305호 수(2) 교육관 305호,류호현,중어중문학과
CHIN241-01,현대중국사회의이해,월(6) 교육관 201호 수(6) 교육관 201호,신봉수,중어중문학과
CHIN241-02,현대중국사회의이해,화(6) 교육관 103호 목(6) 교육관 103호,김종석,대학정책연구원
CHIN301-01,고급중국어연습I,화(5) 교육관 301호 목(5) 교육관 301호,정명숙,중어중문학과
CHIN301-02,고급중국어연습I,수(1) 서관 314A호 금(1) 서관 314A호,정지수,중어중문학과
CHIN303-01,중국어작문I(외국어강의),화(1) 교육관 312호 목(1) 교육관 312호,WU XIAOLI,중어중문학과
CHIN303-02,중국어작문I(외국어강의),화(2) 교육관 305호 목(2) 교육관 305호,WU XIAOLI,중어중문학과
CHIN327-00,중국고전강독I,금(3-4) 교육관 407호,김관수,중어중문학과
CHIN329-00,중국고전시가I,화(4) 정경관 507호 목(4) 정경관 507호,하주연,중어중문학과
CHIN331-00,중국현대소설,화(1) 서관 225호 목(1) 서관 225호,고점복,중어중문학과
CHIN341-00,중국고전소설I(외국어강의),월(5) 서관 314B호 수(5) 서관 314B호,조동매,중어중문학과
CHIN383-00,중국의공연예술,월(4) 서관 307호 수(4) 서관 307호,송정화,중어중문학과
CHIN394-00,인물로보는중국문화,월(3) 교육관 307호 수(3) 교육관 307호,김숙향,중국학연구소  
CHIN397-00,중국인문지리,화(1) 교육관 201호 목(1) 교육관 201호,안예선,중국학연구소  
CHIN451-00,중국어세미나I(외국어강의),월(5) 교양관 313호 수(5) 교양관 313호,박교리,중어중문학과
CHIN453-00,중국어통역연습,화(4)  목(4) ,김영민,중어중문학과
CHIN481-00,중국현대문학비평,월(3) 교육관 407호 수(3) 교육관 407호,김종석,대학정책연구원
CHIN485-00,중국문학과영상문화,화(2) 서관 317호 목(2) 서관 317호,장동천,중어중문학과
CHIN489-00,중국어교과교육론(외국어강의),화(5) 교육관 308호 목(5) 교육관 308호,조동매,중어중문학과
JURA241-01,헌법,화(4) 법학관신관 201호 목(4) 법학관신관 201호,이준일,법학전문대학원
JURA241-02,헌법,화(2) 법학관신관 201호 목(2) 법학관신관 201호,차진아,법학전문대학원
JURA242-01,민법,,,법학전문대학원
JURA242-02,민법,화(4) 법학관신관 208호 목(4) 법학관신관 208호,김제완,법학전문대학원
JURA242-03,민법,월(2) 법학관신관 208호 수(2) 법학관신관 208호,지원림,법학전문대학원
JURA244-01,형법,화(5) 법학관신관 202호 목(5) 법학관신관 202호,이상돈,법학전문대학원
JURA244-02,형법,월(2) 법학관신관 101호 수(2) 법학관신관 101호,홍영기,법학전문대학원
JURA245-00,민사소송법,화(6) 법학관신관 101호 목(6) 법학관신관 101호,김경욱,법학전문대학원
JURA249-00,국제법,화(1-2) 법학관신관 208호,강병근,법학전문대학원
JURA251-00,행정법,월(5) 법학관신관 206호 수(5) 법학관신관 206호,김연태,법학전문대학원
JURA252-00,고용복지와법,월(5) 법학관신관 205호 수(5) 법학관신관 205호,추장철,법학전문대학원
JURA301-00,상법,화(4) 법학관신관 205호 목(4) 법학관신관 205호,박세민,법학전문대학원
JURA356-00,지적재산권법개론,월(1-2) 법학관신관 202호,조영선,법학전문대학원
JURA420-00,국제거래법,수(1-2) 법학관신관 202호,신창섭,법학전문대학원
BMED205-01,공학수학I(영강),화(2) 하나과학관 지하 108호 목(2) 하나과학관 지하 108호,구자현,바이오의공학과
BMED205-02,공학수학I(영강),화(4) 하나과학관 지하 109호 목(4) 하나과학관 지하 109호,최영운,바이오의공학과
BMED215-00,해부학,월(4)  수(4) ,이규백,바이오의공학과
BMED217-00,회로이론,금(3-4) 하나과학관 지하 108호,김찬호,바이오의공학부
BMED219-00,유기화학(영강),월(2) 하나과학관 지하 206호 수(2) 하나과학관 지하 206호,최연호,바이오의공학과
BMED223-00,의공학프로그래밍,화(5) 하나과학관 지하 109호 화(5) 하나과학관 지하 125호 목(5) 하나과학관 지하 109호 목(5) 하나과학관 지하 125호,이기성,바이오의공학과
BMED303-00,분자생물학,화(4) 하나과학관 지하 132호 목(4) 하나과학관 지하 132호,윤대성,바이오의공학과
BMED309-00,의료영상,화(3) 하나과학관 지하 120호 목(3) 하나과학관 지하 120호,성준경,인공지능학과
BMED311-00,생체신호처리,화(2) 하나과학관 101호 목(2) 하나과학관 101호,이기성,바이오의공학과
BMED313-00,생체재료(영강),월(4) 하나과학관 지하 127호 수(4) 하나과학관 지하 127호,고영학,바이오의공학과
BMED321-00,디지털시스템(영강),월(5) 하나과학관 지하 110호 수(5) 하나과학관 지하 110호 수(5) 하나과학관 지하 125호,유용상,바이오의공학과
BMED329-01,의공학실험Ⅲ,화(6-9) 하나과학관 256호 화(6-9) 하나과학관 지하 117호,박찬선,글로벌헬스텍연구소
BMED329-02,의공학실험Ⅲ,화(6-9) 하나과학관 170호 화(6-9) 하나과학관 지하 111호,양태석,글로벌헬스텍연구소
BMED403-00,바이오포토닉스(영강),화(2) 하나과학관 지하 102호 목(2) 하나과학관 지하 102호,최영운,바이오의공학과
BMED419-00,생체적합성(영강),월(5)  수(5) ,이규백,바이오의공학과
BMED423-00,현대방사선치료학,화(4) 하나과학관 지하 125호 수(4) 하나과학관 지하 125호,윤명근,바이오의공학부
BMED431-00,의공학특강Ⅰ,목(6) 하나과학관 지하 131호,염정열,바이오의공학과
BMED433-00,의공학프로젝트:캡스톤디자인I(영강),금(7-10) 하나과학관 지하 131호,염정열,바이오의공학과
BMED435-00,바이오메디컬인공지능Ⅰ(영강),화(5) 하나과학관 102호 목(5) 하나과학관 102호,성준경,인공지능학과
KHPM201-00,보건정책관리학개론,금(1-2) 아산이학관 633호,최만규,보건정책관리학부
KHPM203-00,보건통계학개론,화(2) 하나과학관 지하 127호 목(2) 하나과학관 지하 127호,김혜영,보건정책관리학부
KHPM205-00,법과보건정책관리,목(5-6) 하나과학관 지하 108호,소재진,보건정책관리학부
KHPM213-00,보건의료조직관리론,월(5) 하나과학관 지하 131호 수(5) 하나과학관 지하 131호,최만규,보건정책관리학부
KHPM221-00,인간과생명,화(5-6) 과도관 409호,김세환,보건정책관리학부
KHPM223-00,보건의료전산학,월(4) 아산이학관 113호 수(4) 아산이학관 113호,이태노,보건정책관리학부
KHPM225-00,보건데이터분석R기초,화(1) 하나과학관 지하 125호 화(1) 하나과학관 지하 219호 목(1) 하나과학관 지하 125호 목(1) 하나과학관 지하 219호,최기봉,보건정책관리학부
KHPM309-00,보건경제학,수(2) 하나과학관 지하 106호 목(2) 하나과학관 지하 106호,이준협,보건정책관리학부
KHPM311-00,의료재무관리,수(2-3) 하나과학관 지하 128호,고귀한,보건정책관리학부
KHPM313-00,보건의료서비스질관리,월(1-2) 하나과학관 지하 117호 월(1-2) 하나과학관 지하 125호,김규민,보건정책관리학부
KHPM319-00,건강증진학(영강),화(4) 하나과학관 지하 128호 목(4) 하나과학관 지하 128호,오하나,보건정책관리학부
KHPM323-00,비교의료제도론,월(4) 하나과학관 지하 111호 수(4) 하나과학관 지하 111호,양정연,보건과학연구소
KHPM327-00,보건정책학(영강),수(6) 하나과학관 지하 132호 목(6) 하나과학관 지하 132호,최홍조,보건정책관리학부
KHPM403-00,역학과정책,화(2) 하나과학관 102호 목(2) 하나과학관 102호,이종태,보건과학과
KHPM409-00,헬스커뮤니케이션,월(5-6) 하나과학관 지하 122호,양성우,보건정책관리학부
KHPM411-00,보건의료마케팅론(영강),목(4-5) 하나과학관 지하 131호,CHOI MYUNG SUK,보건정책관리학부
KHPM423-00,보건정책분석및평가(영강),월(4) 하나과학관 102호 화(4) 하나과학관 102호,박성철,보건정책관리학부
KHPM427-00,보건의료전문가양성실습,금(4-6) 하나과학관 지하 129호,박성철,보건정책관리학부
KHES211-00,보건환경독성학,화(5) 아산이학관 330호 목(5) 아산이학관 330호,최재윤,보건환경융합과학부
KHES213-00,산업보건학,화(6) 아산이학관 330호 목(6) 아산이학관 330호,변상훈,보건환경융합과학부
KHES215-00,환경보건학,월(4) 하나과학관 지하 131호 수(4) 하나과학관 지하 131호,문경환,보건환경융합과학부
KHES221-00,보건환경생화학,화(4) 하나과학관 지하 127호 목(4) 하나과학관 지하 127호,김성욱,보건환경융합과학부
KHES225-00,진단화학및실험,금(1-3) 하나과학관 지하 207호,최세연,심장혈관연구소
KHES227-00,방사선과학,월(6) 하나과학관 지하 108호 수(6) 하나과학관 지하 108호,조아진,보건과학연구소
KHES234-00,공중보건학(영강),금(4-5) 하나과학관 지하 127호,최윤형,보건환경융합과학부
KHES301-00,방사선생명과학(영강),수(1) 하나과학관 지하 108호 금(1) 하나과학관 지하 108호,강미경,보건환경융합과학부
KHES311-00,분석화학및실험,목(5-7) 하나과학관 257호 목(5-7) 하나과학관 지하 117호,신새미,보건과학연구소
KHES315-00,수질오염제어(영강),월(4) 하나과학관 지하 106호 수(4) 하나과학관 지하 106호,원승현,보건환경융합과학부
KHES331-00,방사선안전분석(영강),화(2) 하나과학관 257호 화(2) 하나과학관 지하 117호 목(2) 하나과학관 257호 목(2) 하나과학관 지하 117호,이원호,보건환경융합과학부
KHES337-00,유해화학물질관리,화(2-3) 하나과학관 지하 109호,이슬아,보건환경융합과학부
KHES343-00,건강과장애,월(4) 하나과학관 지하 110호 화(4) 하나과학관 지하 110호,김준선,보건환경융합과학부
KHES345-00,원자력기초이론(영강),월(2) 하나과학관 지하 127호 수(2) 하나과학관 지하 127호,이원호,보건환경융합과학부
KHES405-00,방사선안전관리학,금(2-3) 하나과학관 지하 109호,김승철,보건환경융합과학부
KHES417-00,환경및식품위생학,월(3) 하나과학관 지하 214호 수(3) 하나과학관 지하 214호,이유나,보건환경융합과학부
KHES431-00,작업환경측정및실험,월(5-7) 하나과학관 257호 월(5-7) 하나과학관 지하 111호,양홍석,보건환경융합과학부
KLLE201-00,한국문학의이해,월(4) 교육관 504호 수(4) 교육관 504호,이창희,국어교육과
KLLE203-00,현대시선독,월(2) 교육관 501호 수(2) 교육관 501호,오연경,교양교육원 
KLLE205-00,소설교육론,화(3) 교육관 301호 목(3) 교육관 301호,고지혜,민족문화연구원
KLLE209-00,독서교육론,월(4) 교육관 103호 수(4) 교육관 103호,이순영,국어교육과
KLLE213-01,국어교과논리및논술,화(7-8) 교육관 303호,정재림,국어교육과
KLLE215-00,국어음운론,화(5) 교육관 501호 목(5) 교육관 501호,고경재,국어교육과
KLLE255-00,국어교과교육론,월(6) 교육관 504호 수(6) 교육관 504호,정재림,국어교육과
KLLE307-00,구비문학교육론,월(6) 교육관 202호 수(6) 교육관 202호,송미경,국어교육과
KLLE311-00,중등문법교육론,화(4) 교육관 307호 목(4) 교육관 307호,정혜현,국어교육과
KLLE313-00,국어형태론,월(3) 교육관 103호 수(3) 교육관 103호,정지현,다문화한국어교육융합전공
KLLE353-00,희곡교육론,수(1-2) 교육관 202호,전정옥,국어교육과
KLLE355-00,고전문학교육론,금(2-3) 교육관 102호,장정수,국어교육과
KLLE357-00,문학이론교육론,화(4) 교육관 506호 목(4) 교육관 506호,조은영,국어교육과
KLLE359-00,화법교육론,화(2) 교육관 304호 목(2) 교육관 304호,이창희,교양교육원 
KLLE405-00,문법과국어생활,월(5) 사대본관 113호 수(5) 사대본관 113호,도원영,민족문화연구원
KLLE407-00,현대문학사,화(6) 교육관 202호 목(6) 교육관 202호,강정화,국어교육과
KLLE409-00,현대문학교육론,월(1) 교육관 406A호 수(1) 교육관 406A호,홍기정,교양교육원 
KLLE453-00,훈민정음의이해,화(2) 교육관 312호 목(2) 교육관 312호,김유범,국어교육과
MATE201-00,해석학I,화(2-3) 교육관 502호 금(2) 교육관 502호,권혁진,수학교육과
MATE203-00,선형대수I(영강),월(4) 교육관 506호 수(4) 교육관 506호,김대준,수학교육과
MATE205-00,통계학,월(2) 교육관 506호 수(2) 교육관 506호,서아림,수학교육과
MATE207-00,미분방정식I,화(5) 교육관 502호 금(4-5) 교육관 502호,권혁진,수학교육과
MATE301-00,현대대수I(영강),월(2) 교육관 502호 수(2) 교육관 502호,김대준,수학교육과
MATE303-00,위상수학I,월(1) 교육관 502호 수(1) 교육관 502호,서아림,수학교육과
MATE305-00,복소수함수론I,월(4) 교육관 502호 수(4) 교육관 502호,김용철,수학교육과
MATE307-00,컴퓨터와수학교육,목(5-6) 교육관 306호,김원,수학교육전공
MATE309-00,미분기하I,화(4) 교육관 502호 목(4) 교육관 502호,김홍찬,수학교육과
MATE316-00,수학교과교육론,월(5-6) ,김동중,수학교육과
MATE401-00,기하학교수이론과지도,화(2) 교육관 506호 목(2) 교육관 502호,김홍찬,수학교육과
MATE406-00,교사를위한이산수학,화(6) 교육관 502호 목(6) 교육관 502호,안정환,수학교육과
MATE451-00,정수론,월(3) 교육관 502호 수(3) 교육관 502호,안정환,수학교육과
MATE453-00,실함수론I,월(5) 교육관 502호 수(5) 교육관 502호,김용철,수학교육과
